origincityLabel	origincountry	originlat	originlong	originpopulation	sistercityLabel	destinationlat	destinationlong	destinationpopulation	destination_countryLabel	dist	eu
Famagusta	Cyprus	35.116666666667	33.95	40920	İzmir	38.433333333333	27.15	4168415	Turkey	709	Non-EU
Agros	Cyprus	34.916666666667	33.016666666667	806	Zvolen	48.583055555556	19.133055555556	43100	Slovakia	1900	EU
Lefka	Cyprus	35.113333333333	32.851111111111		Elmadağ	39.920833	33.230833		Turkey	535	Non-EU
Lefka	Cyprus	35.113333333333	32.851111111111		Elmadağ	39.920833	33.230833		Turkey	536	Non-EU
Morphou	Cyprus	35.2	32.983333333333		London Borough of Barnet	51.6254	-0.1527	379700	United Kingdom	3197	EU
Limassol	Cyprus	34.674796	33.044086	101000	Nanjing	32.05	118.76666666667	8187800	People's Republic of China	7703	Non-EU
Morphou	Cyprus	35.2	32.983333333333		Slovenj Gradec	46.510277777778	15.080555555556		Slovenia	1954	EU
Nicosia	Cyprus	35.166667	33.35	55014	Shanghai	31.166666666667	121.46666666667	24152700	People's Republic of China	7925	Non-EU
Larnaca	Cyprus	34.916666666667	33.633333333333	51468	Tripoli	34.433333333333	35.833333333333		Lebanon	208	Non-EU
Larnaca	Cyprus	34.916666666667	33.633333333333	51468	London Borough of Haringey	51.601632	-0.112915	272900	United Kingdom	3258	EU
Lefka	Cyprus	35.113333333333	32.851111111111		Bergama	39.122777777778	27.178333333333		Turkey	672	Non-EU
Larnaca	Cyprus	34.916666666667	33.633333333333	51468	Odessa	46.485722	30.743444		Ukraine	1309	Non-EU
Nicosia	Cyprus	35.166667	33.35	55014	Amsterdam	52.383333333333	4.9	825080	Netherlands	2947	Non-EU
Larnaca	Cyprus	34.916666666667	33.633333333333	51468	Poti	42.15	41.666666666667		Georgia	1064	Non-EU
Aglandjia	Cyprus	35.145919444444	33.390169444444		Azov	47.1	39.416666666667		Russia	1421	Non-EU
Larnaca	Cyprus	34.916666666667	33.633333333333	51468	Margate	51.385	1.3838		United Kingdom	3153	EU
Famagusta	Cyprus	35.116666666667	33.95	40920	Antalya	36.9	30.683333333333	1068099	Turkey	354	Non-EU
Larnaca	Cyprus	34.916666666667	33.633333333333	51468	Sarandë	39.883333333333	20.016666666667	41000	Albania	1322	Non-EU
Larnaca	Cyprus	34.916666666667	33.633333333333	51468	Tulcea	45.19	28.8	73707	Romania	1213	EU
Lefka	Cyprus	35.113333333333	32.851111111111		Silifke	36.390619444444	33.935930555556		Turkey	171	Non-EU
Nicosia	Cyprus	35.166667	33.35	55014	Abu Dhabi	24.478055555556	54.368611111111	621000	United Arab Emirates	2343	Non-EU
Limassol	Cyprus	34.674796	33.044086	101000	Tel Aviv	32.083333333333	34.8	432892	Israel	331	Non-EU
Famagusta	Cyprus	35.116666666667	33.95	40920	Struga	41.1775	20.678888888889		Republic of Macedonia	1340	Non-EU
Lefka	Cyprus	35.113333333333	32.851111111111		Elmadağ	39.91369	33.234996		Turkey	535	Non-EU
Lefka	Cyprus	35.113333333333	32.851111111111		Elmadağ	39.91369	33.234996		Turkey	536	Non-EU
Limassol	Cyprus	34.674796	33.044086	101000	Niederkassel	50.816666666667	7.0333333333333		Germany	2755	EU
Agros	Cyprus	34.916666666667	33.016666666667	806	Meerssen	50.8858	5.7519	19046	Netherlands	2815	Non-EU
Agros	Cyprus	34.916666666667	33.016666666667	806	Sigulda	57.153888888889	24.854444444444	11821	Latvia	2547	EU
Kythrea	Cyprus	35.25	33.483333333333		Gebze	40.8	29.430555555556		Turkey	712	Non-EU
Limassol	Cyprus	34.674796	33.044086	101000	Alexandria	31.2	29.916666666667	4028028	Egypt	484	Non-EU
